"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Barbados","BRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","2854171151.5462","2799941899.6377","2922025274.4713","3028451447.59067","3176147186.8601","3426840742.74635","3576698709.4936","3508750319.57191","3336788625.07777","3353514382.59695","3474253444.68858","3512409079.02923","3691688292.43801","3787338718.25086","3920099418.55941","4061222997.62754","3926894257.55158","3773749040.26652","3558927592.12947","3587152307.94309","3659282137.24459","3732980006.3135","3881421104.29628","4065404437.00734","4216981614.52497","4231093972.43178","4419258744.52263","4314722760.02772","4348696954.98856","4443302020.95646","4506023611.65342","4684257465.21725","4970592659.83118","5073864124.78965","5106341834.86446","4850118648.72824","4735405354.39085","4702836227.59759","4682488036.8757","4614713385.76023","4610686450.56552","4724691200","4844368803.70507","4866473198.96648","4816487749.94047","4810171058.54138","4169888153.51001","4161995686.68064","4578153440.95491",
"Brunei Darussalam","BRN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","6708375030.232","6732220825.94777","8089126482.38198","8972191914.9133","9580132783.11533","11741643417.7852","10920115502.3995","8755015229.63693","9101420972.07652","9147061500.66093","9201932576.8605","9064754851.5978","8818604157.26742","8995781362.53695","9094498113.51082","8996806963.48807","9094820026.08648","9380937731.05592","9827337237.05625","9857268640.53077","10167318911.6035","10622683369.9622","10928437950.63","10767661878.2167","10707523533.5706","11034333977.7892","11348748702.018","11660162964.6479","12111655781.1543","12463372872.5097","12526227936.8063","12574767972.981","13127771018.5315","13148064164.8134","12893029239.615","12665527156.3284","12994699868.7265","13481392747.705","13604456518.5324","13315221893.3109","12981229183.2221","12930292949.4216","12609890929.3956","12777426262.0397","12784100907.2371","13278731816.5993","13429255981.6271","13215628416.1816","13000434170.4421",
"Bhutan","BTN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","163460577.217755","188179567.655752","194652519.212584","214956754.524134","224751600.800838","233805793.207592","260441411.164803","336110902.198529","352134562.672114","378036057.478786","417287987.088114","415585970.843011","434706630.167482","443341497.433508","465293567.950469","498208980.63402","525935171.620912","554198078.459207","586973523.704155","633837325.612263","655103000.700725","709797252.044872","787820166.508844","849453720.199684","900495204.661722","966116535.629909","1033742162.81658","1223546052.64197","1282269663.5028","1368801499.95171","1532317103.56015","1654636109.78433","1739327018.6244","1776200275.4173","1878802407.59736","2003596824.31099","2166429810.19685","2267208543.32354","2336474707.9914","2470942799.28197","2223608854.47824","2314501509.79551","",
"Botswana","BWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","203292711.604447","216188145.082932","230600690.567081","244254661.448749","260942874.95639","276113976.438373","293630699.830362","311027026.646576","343893428.289756","395901823.207047","463681275.05843","583408914.246889","737206827.703088","894255355.352118","972930110.225199","1055106223.3701","1167447357.63849","1307681602.25602","1495109011.71769","1676743659.47062","1877733268.42364","2047947112.77443","2297090771.15598","2599083070.88295","2821184690.38946","3022201752.54507","3269204014.93739","3657648486.65464","4369060002.03955","4939633281.15589","5274185848.24103","5667572034.35403","5832899088.52384","5944663679.28782","6160331093.07472","6593427641.57397","6977811287.13216","7558776240.98783","7592311778.72201","8326278833.27515","8491779930.75353","8513058119.12492","9029760810.19817","9447468041.41793","9703099682.36058","10145235552.2656","10993769975.9204","11630590233.8004","12008825513.646","10310269058.3287","11353896053.0384","12130335612.1864","12109604776.2579","13454112854.7753","14220588893.2595","13530749289.7861","14505209366.943","15101816052.2333","15734559030.9087","16211718432.2851","14796524334.7371","16552924791.3921","17510072709.0472",
"Central African Republic","CAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","980371513.768194","1028934744.1227","990722163.701231","983717651.479075","1004182171.77152","1013697588.2635","1020233745.28507","1067946130.3585","1082941302.69739","1159738545.72746","1186793864.48153","1200207037.03176","1200196629.13842","1222867622.8203","1300385612.46461","1305652006.49791","1376581799.65392","1428977736.73325","1446257441.66168","1410605203.00344","1347429290.39053","1326618707.64432","1428977736.73325","1312851666.72031","1437332673.11711","1493779882.68154","1547227016.98886","1470809662.06594","1495962938.31096","1525542171.20155","1492780724.92028","1484532469.44323","1389164942.70977","1393822474.9823","1462119071.12166","1567392310.3476","1504695160.82862","1584443041.62241","1658914120.48954","1718634612.51143","1675850364.93754","1750672710.20512","1813986527.40487","1716076872.72154","1818953694.50446","1835473623.2186","1923045637.83557","2011650635.86718","2052972574.42589","2229266675.87462","2332499968.00465","2430339369.40788","2553162918.78926","1624016454.09892","1625333052.60724","1695825714.2427","1776382808.74417","1856804600.63213","1927167163.60076","1986909345.67239","2004791529.72099","2022834653.62638","2022834653.62638",
"Canada","CAN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","700526957876.314","678199327253.579","695841593752.887","736955095643.149","771867605547.794","788423950103.26","820536134988.877","856722689761.523","876572777233.559","878016251517.82","859700081908.237","867439614108.334","890520938348.709","930545100992.074","955613765252.85","971086800498.227","1012649704327.9","1052104074305.43","1106423298897.52","1163709866262.96","1184539957269.95","1220289971518.14","1242273716666.7","1280622467897.33","1321656178498.24","1356472617613.53","1384576356845.39","1398481507643.54","1357562558993.91","1399510148706.66","1443540144370.02","1468960331816.39","1503174217512.03","1546315859831.59","1556508816217.14","1572095608554.66","1619885432081.64","1664870307455.57","1696306781266.46","1610230109741.6","1690931636476.42","1748359095258.66",
"Central Europe and the Baltics","CEB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","698991727908.308","630694231635.302","618332936111.576","627892787189.123","653667400909.175","691004845041.681","722422150638.637","739139701176.85","758950910633.991","773429960797.476","804034465195.906","828800586408.641","858760464615.164","893856975239.052","946059153526.178","993542622517.174","1058985583252.18","1127024429540.44","1171366090039.5","1130345980899.63","1146578599433.69","1186867374287.4","1196658487142.89","1204596236786.76","1243305485621.47","1293370353419.53","1328938087264.39","1396769500734.07","1465760314624.09","1523504685048.66","1471825815015.55","1565707533281.12","1629087824953.66",
"Switzerland","CHE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","377720174344.816","383768742444.189","378743607542.592","381164080521.666","392631235669.911","407054920540.008","414620576468.826","421194296070.306","434999343626.195","453838270018.913","470515127240.656","466206071277.777","466002185360.324","465415099988.28","471324743945.934","473591186505.167","475823127148.128","486583035615.464","501326351582.974","509661911268.691","529837997852.025","538186453673.233","537792409245.141","537618172697.61","552143052382.242","567325324289.261","590436050103.238","613559744788.948","630788401993.241","616296829272.353","636285784211.754","647822333890.064","655461803595.119","667208623354.645","682887233860.616","694118186379.628","708477337578.722","718132463597.499","738674253452.249","747109782866.389","729361717205.744","760153301723.961","775806624956.279",
"Channel Islands","CHI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","26780363233.0701","28185066096.2897","29319990100.7594","31032318611.6506","31825883436.7569","32128316056.6207","35738331545.8952","37030629562.4355","38360774712.3313","39871415606.9528","40600650628.9521","44426322537.3661","43973197240.6367","41761675941.3198","42756501426.2427","37235738756.266","38662829723.8272","42701041033.7149","45989492443.0853","49861028041.0308","53843239256.2398","57356710034.9849","51039267019.2624","48478412359.8118","50467812842.4674","52491529846.7008","55314362817.2778","58887929818.6639","63213313308.0184","69486212429.5984","71802580816.6515","77406335822.9637","86050075111.833","91719728543.5696","96333412473.727","104939161231.021","112078084845.939","120362604654.804","125394828696.734","125051709073.709","131268806713.5","135409070722.349","139745951268.428","146346495299.789","156114032362.392","165226479805.437","175222666675.193","184278578827.542","191261618037.281","189123241928.628","200190074048.239","212649697631","225739009568.617","233207603317.118","237388198185.23","242496655711.515","246747716051.202","250097798376.236","260076774254.889","262009482868.82","245908353358.331","274771676817.186","281477214155.903",
"China","CHN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","158907457242.429","115573393646.185","109124398292.051","120364211312.289","142246424921.309","166357193951.105","184074235104.248","173453151731.277","166341572533.691","194519834914.36","232062163046.44","248445751754.134","257911534896.498","277925470006.599","284345548371.966","309140480182.898","304286974638.822","327321498623.151","364393859506.917","392056180496.071","422770430220.081","444385672278.89","484456434564.981","536633373623.745","618156247357.863","701178819512.744","763934055759.066","852989116696.352","948716630508.167","988622824073.367","1027379323856.15","1122543272896.83","1282219772946.32","1460239695280.22","1650608320717.13","1831415202548.1","2013138415391.4","2199087579734.88","2371626931008.41","2553332721355.15","2770113054357.83","3001022295612.35","3275124592017.16","3603882596858.11","3968365637613.63","4420544703537.24","4982880235433.39","5691986992199.86","6241302380960.02","6827905267633.63","7554112468317.73","8275593072769.26","8926363901575.56","9619598720424.46","10333927386102.8","11061573199439.7","11819154044004.9","12640254407508.1","13493442991864.7","14296370418805.1","14616414450558.4","15851132888547.1","16325209299766.8",
"Cote d'Ivoire","CIV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5492745889.97649","6038315905.08381","6112405708.53234","6998115047.65201","8230699197.43559","7974752908.11766","8898018736.52158","9307163143.88937","10475049116.4709","11474286968.0152","12664747894.7892","13862407213.9741","14449705425.2321","15307901973.8311","15970333193.5386","17288346644.4885","19521378207.4716","20949261442.6657","23234711410.2672","23791045074.0332","21184094378.9451","21925643371.4566","21969674962.9979","21112804815.2511","20542492760.9555","21467156207.0027","22166845697.944","22089489410.5836","22340532915.8228","22999132930.553","22747083497.9919","22756392780.9759","22700739607.6503","22657044066.2932","22840839522.2538","24468419439.5381","26359663693.0185","28903065480.1127","30135465005.8431","30487103687.7389","30406072178.2754","29751121585.7528","28938759334.5679","27571152176.829","28449303913.7983","28732677632.6737","29541668754.1824","29867049486.7634","31295490702.1211","32423167867.8047","34643522420.6312","32783010326.4805","35281210701.642","39077544168.5857","42739891585.4051","45815005170.6127","49101205370.3543","52739979048.6168","55294253265.3702","58898491241.329","59921923457.6817","64116458096.7324","68438760122.7575",
"Cameroon","CMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4827329401.88956","4884469573.70407","5033033600.1063","5221397415.25007","5406608719.87455","5516149516.7012","5770717368.77732","5141012904.55338","5467278232.84029","5735255755.95841","5912593777.31955","6118334765.15601","6281929448.92861","6618369536.98166","7328802680.28694","8152930849.25107","7704916015.63699","8763561577.14481","10691808462.3912","11337071802.1282","11114265274.6006","13012879895.7455","13990954313.4731","14951689440.6725","16069264314.4127","17364955075.4658","18540851327.8602","18142844102.9011","16723414750.5084","16419195682.4971","15416689238.2177","14829529308.5854","14369813423.8699","13229990256.4607","13478291934.1669","13868353888.3913","14452915010.7392","15107243821.6449","15821141893.0129","16534881735.1072","17168567485.159","17910981186.1718","18712860619.2064","19733301668.7179","21124275033.787","21594980960.5997","22417659742.9912","23387803922.9758","24053813244.0671","24674221649.1944","25389533435.2648","26247499415.0056","27461703152.3227","28833560540.9847","30482787768.3768","32210233021.5735","33671222914.2707","34863580363.9599","36242614249.958","37502066832.977","37599547048.8231","38971899265.8015","40351885591.675",
